Authorisation,Location Description,Release Start Date,Release Start Time,Release End Date,Release End Time,Freshet Volume (m3),Freshet Duration (hrs)
CAR/L/1011464,Meig - River Meig,"Thursday, October 16, 2025",9:00:00 AM,"Friday, October 17, 2025",9:00:00 AM,"36,000",24.00
CAR/L/1011464,Meig - River Meig,"Thursday, October 23, 2025",9:00:00 AM,"Friday, October 24, 2025",9:00:00 AM,"36,000",24.00
CAR/L/1011464,Meig - River Meig,"Thursday, October 30, 2025",9:00:00 AM,"Friday, October 31, 2025",9:00:00 AM,"36,000",24.00
CAR/L/1011464,Luichart - River Conon,"Monday, June 02, 2025",9:00:00 AM,"Tuesday, June 03, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, June 06, 2025",9:00:00 AM,"Saturday, June 07, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, June 09, 2025",9:00:00 AM,"Tuesday, June 10, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, June 13, 2025",9:00:00 AM,"Saturday, June 14, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, June 16, 2025",9:00:00 AM,"Tuesday, June 17, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, June 20, 2025",9:00:00 AM,"Saturday, June 21, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, June 23, 2025",9:00:00 AM,"Tuesday, June 24, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, June 27, 2025",9:00:00 AM,"Saturday, June 28, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, June 30, 2025",9:00:00 AM,"Tuesday, July 01, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, July 04, 2025",9:00:00 AM,"Saturday, July 05, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, July 07, 2025",9:00:00 AM,"Tuesday, July 08, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, July 11, 2025",9:00:00 AM,"Saturday, July 12, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, July 14, 2025",9:00:00 AM,"Tuesday, July 15, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, July 18, 2025",9:00:00 AM,"Saturday, July 19, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, July 21, 2025",9:00:00 AM,"Tuesday, July 22, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, July 25, 2025",9:00:00 AM,"Saturday, July 26, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, July 28, 2025",9:00:00 AM,"Tuesday, July 29, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, August 01, 2025",9:00:00 AM,"Saturday, August 02, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, August 04, 2025",9:00:00 AM,"Tuesday, August 05, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, August 08, 2025",9:00:00 AM,"Saturday, August 09, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, August 11, 2025",9:00:00 AM,"Tuesday, August 12, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, August 15, 2025",9:00:00 AM,"Saturday, August 16, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, August 18, 2025",9:00:00 AM,"Tuesday, August 19, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, August 22, 2025",9:00:00 AM,"Saturday, August 23, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, August 25, 2025",9:00:00 AM,"Tuesday, August 26, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, August 29, 2025",9:00:00 AM,"Saturday, August 30, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, September 01, 2025",9:00:00 AM,"Tuesday, September 02, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, September 05, 2025",9:00:00 AM,"Saturday, September 06, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, September 08, 2025",9:00:00 AM,"Tuesday, September 09, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, September 12, 2025",9:00:00 AM,"Saturday, September 13, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, September 15, 2025",9:00:00 AM,"Tuesday, September 16, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, September 19, 2025",9:00:00 AM,"Saturday, September 20, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, September 22, 2025",9:00:00 AM,"Tuesday, September 23, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, September 26, 2025",9:00:00 AM,"Saturday, September 27, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, September 29, 2025",9:00:00 AM,"Tuesday, September 30, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, October 03, 2025",9:00:00 AM,"Saturday, October 04, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, October 06, 2025",9:00:00 AM,"Tuesday, October 07, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, October 10, 2025",9:00:00 AM,"Saturday, October 11, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, October 13, 2025",9:00:00 AM,"Tuesday, October 14, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, October 17, 2025",9:00:00 AM,"Saturday, October 18, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, October 20, 2025",9:00:00 AM,"Tuesday, October 21, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, October 24, 2025",9:00:00 AM,"Saturday, October 25, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, October 27, 2025",9:00:00 AM,"Tuesday, October 28, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, October 31, 2025",9:00:00 AM,"Saturday, November 01, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, November 03, 2025",9:00:00 AM,"Tuesday, November 04, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, November 07, 2025",9:00:00 AM,"Saturday, November 08, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Monday, November 10, 2025",9:00:00 AM,"Tuesday, November 11, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011464,Luichart - River Conon,"Friday, November 14, 2025",9:00:00 AM,"Saturday, November 15, 2025",11:00:00 AM,"159,110",26.00
CAR/L/1011462,Loch Awe Barrage,"Saturday, April 26, 2025",8:00:00 AM,"Saturday, April 26, 2025",8:00:00 PM,"300,000",12.00
CAR/L/1011462,Loch Awe Barrage,"Saturday, May 03, 2025",6:00:00 AM,"Saturday, May 03, 2025",6:00:00 PM,"300,000",12.00
CAR/L/1011462,Loch Awe Barrage,"Sunday, May 04, 2025",6:00:00 AM,"Sunday, May 04, 2025",6:00:00 PM,"300,000",12.00
CAR/L/1011462,Loch Awe Barrage,"Sunday, July 27, 2025",8:00:00 AM,"Monday, July 28, 2025",8:00:00 AM,"500,000",24.00
CAR/L/1011462,Loch Awe Barrage,"Sunday, August 31, 2025",8:00:00 AM,"Monday, September 01, 2025",8:00:00 AM,"500,000",24.00
CAR/L/1011462,Loch Awe Barrage,"Sunday, September 28, 2025",8:00:00 AM,"Monday, September 29, 2025",8:00:00 AM,"600,000",24.00
CAR/L/1011462,Loch Awe Barrage,"Friday, October 10, 2025",12:00:00 PM,"Monday, October 13, 2025",12:00:00 PM,"2,100,000",72.00
CAR/L/1011462,Loch Awe Barrage,"Friday, October 24, 2025",12:00:00 PM,"Monday, October 27, 2025",12:00:00 PM,"2,100,000",72.00
CAR/L/1011462,Loch Awe Barrage,"Friday, November 07, 2025",12:00:00 PM,"Monday, November 10, 2025",12:00:00 PM,"2,100,000",72.00
CAR/L/1011462,Loch Awe Barrage,"Friday, November 21, 2025",12:00:00 PM,"Monday, November 24, 2025",12:00:00 PM,"2,100,000",72.00
CAR/L/1011462,Loch Awe Barrage,"Friday, December 05, 2025",12:00:00 PM,"Monday, December 08, 2025",12:00:00 PM,"2,100,000",72.00
CAR/L/1011462,Loch Awe Barrage,"Friday, December 19, 2025",12:00:00 PM,"Monday, December 22, 2025",12:00:00 PM,"2,100,000",72.00
CAR/L/1011412,Stronuich – River Lyon,"Tuesday, October 14, 2025",3:00:00 PM,"Wednesday, October 15, 2025",11:00:00 AM,"340,957",20.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, March 25, 2025",10:00:00 AM,"Wednesday, March 26, 2025",10:00:00 AM,"260,300",24.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, April 01, 2025",10:00:00 AM,"Wednesday, April 02, 2025",10:00:00 AM,"260,300",24.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, April 15, 2025",10:00:00 AM,"Wednesday, April 16, 2025",10:00:00 AM,"260,300",24.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, April 29, 2025",10:00:00 AM,"Wednesday, April 30, 2025",10:00:00 AM,"260,300",24.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, May 13, 2025",10:00:00 AM,"Wednesday, May 14, 2025",10:00:00 AM,"260,300",24.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, June 10, 2025",10:00:00 AM,"Saturday, June 14, 2025",10:00:00 AM,"1,041,200",96.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, July 15, 2025",10:00:00 AM,"Wednesday, July 16, 2025",10:00:00 AM,"260,300",24.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, August 12, 2025",10:00:00 AM,"Wednesday, August 13, 2025",10:00:00 AM,"260,300",24.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, September 02, 2025",10:00:00 AM,"Wednesday, September 03, 2025",10:00:00 AM,"260,300",24.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, September 16, 2025",10:00:00 AM,"Wednesday, September 17, 2025",10:00:00 AM,"260,300",24.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, October 07, 2025",10:00:00 AM,"Wednesday, October 08, 2025",10:00:00 AM,"152,500",24.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, October 14, 2025",10:00:00 AM,"Wednesday, October 15, 2025",10:00:00 AM,"193,000",24.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, October 21, 2025",10:00:00 AM,"Wednesday, October 22, 2025",10:00:00 AM,"152,500",24.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, October 28, 2025",10:00:00 AM,"Wednesday, October 29, 2025",10:00:00 AM,"193,000",24.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, November 11, 2025",10:00:00 AM,"Friday, November 14, 2025",10:00:00 AM,"780,900",72.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, November 18, 2025",10:00:00 AM,"Friday, November 21, 2025",10:00:00 AM,"780,900",72.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, November 25, 2025",10:00:00 AM,"Friday, November 28, 2025",10:00:00 AM,"780,900",72.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, December 02, 2025",10:00:00 AM,"Friday, December 05, 2025",10:00:00 AM,"780,900",72.00
CAR/L/1011471,Cluanie - River Moriston,"Tuesday, December 09, 2025",10:00:00 AM,"Wednesday, December 10, 2025",10:00:00 AM,"260,300",24.00
